K:180	len:3200	runtime:7.5292558670043945	error:0.0090625	recon_len:3200
K:185	len:3200	runtime:7.854982852935791	error:0.6066395239586596	recon_len:3193
K:190	len:3200	runtime:7.550036907196045	error:0.73	recon_len:3366
K:195	len:3200	runtime:8.035186052322388	error:0.0090625	recon_len:3200
K:200	len:3200	runtime:7.688822984695435	error:0.694375	recon_len:3401
K:205	len:3200	runtime:7.466876029968262	error:0.6998430141287284	recon_len:3185
K:210	len:3200	runtime:7.72983717918396	error:0.0090625	recon_len:3200
K:215	len:3200	runtime:7.659847736358643	error:0.661188369152971	recon_len:3164
K:220	len:3200	runtime:7.880808115005493	error:0.0090625	recon_len:3200
K:225	len:3200	runtime:7.8342790603637695	error:0.0796875	recon_len:3345
K:230	len:3200	runtime:8.064396142959595	error:0.32999687206756334	recon_len:3197
K:235	len:3200	runtime:7.556919097900391	error:0.442151344590369	recon_len:3198
K:240	len:3200	runtime:7.733397006988525	error:0.443125	recon_len:3204
K:245	len:3200	runtime:7.64408278465271	error:0.6625	recon_len:3395
K:250	len:3200	runtime:7.898894786834717	error:0.0090625	recon_len:3200
K:255	len:3200	runtime:7.7616400718688965	error:0.0090625	recon_len:3200
K:260	len:3200	runtime:7.836664915084839	error:0.7371875	recon_len:3313
K:265	len:3200	runtime:7.755897045135498	error:0.7796875	recon_len:3478
K:270	len:3200	runtime:7.789700031280518	error:0.5983093299937383	recon_len:3194
K:275	len:3200	runtime:7.651199102401733	error:0.0090625	recon_len:3200
K:280	len:3200	runtime:7.918853998184204	error:0.0090625	recon_len:3200
K:285	len:3200	runtime:7.727447748184204	error:0.0090625	recon_len:3200
K:290	len:3200	runtime:7.533583879470825	error:0.0090625	recon_len:3200
K:295	len:3200	runtime:7.604562997817993	error:0.0090625	recon_len:3200
K:300	len:3200	runtime:7.380976915359497	error:0.0090625	recon_len:3200
K:305	len:3200	runtime:7.69425892829895	error:0.0090625	recon_len:3200
K:310	len:3200	runtime:7.531611204147339	error:0.0090625	recon_len:3200
K:315	len:3200	runtime:7.0658228397369385	error:0.0090625	recon_len:3200
K:320	len:6400	runtime:11.498104810714722	error:0.008125	recon_len:6400
K:325	len:6400	runtime:11.392616987228394	error:0.008125	recon_len:6400
K:330	len:6400	runtime:11.754426002502441	error:0.008125	recon_len:6400
K:335	len:6400	runtime:11.56914496421814	error:0.008125	recon_len:6400
K:340	len:6400	runtime:12.044475078582764	error:0.008125	recon_len:6400
K:345	len:6400	runtime:11.242018938064575	error:0.21140625	recon_len:6496
K:350	len:6400	runtime:11.66765022277832	error:0.008125	recon_len:6400
K:355	len:6400	runtime:11.784003973007202	error:0.008125	recon_len:6400
K:360	len:6400	runtime:11.898347854614258	error:0.008125	recon_len:6400
K:365	len:6400	runtime:12.036334991455078	error:0.008125	recon_len:6400
K:370	len:6400	runtime:11.46680998802185	error:0.008125	recon_len:6400
K:375	len:6400	runtime:11.96489691734314	error:0.008125	recon_len:6400
K:380	len:6400	runtime:11.705467939376831	error:0.87453125	recon_len:7222
K:385	len:6400	runtime:11.486516952514648	error:0.2159375	recon_len:6648
K:390	len:6400	runtime:11.907485008239746	error:0.008125	recon_len:6400
K:395	len:6400	runtime:11.98123574256897	error:0.008125	recon_len:6400
K:400	len:6400	runtime:11.837881088256836	error:0.008125	recon_len:6400
K:405	len:6400	runtime:11.903517961502075	error:0.008125	recon_len:6400
K:410	len:6400	runtime:11.961233139038086	error:0.008125	recon_len:6400
K:415	len:6400	runtime:11.426517009735107	error:0.008125	recon_len:6400
K:420	len:6400	runtime:11.457219123840332	error:0.008125	recon_len:6400
K:425	len:6400	runtime:12.033638954162598	error:0.008125	recon_len:6400
K:430	len:6400	runtime:12.452799797058105	error:0.008125	recon_len:6400
K:435	len:6400	runtime:11.53521728515625	error:0.008125	recon_len:6400
K:440	len:6400	runtime:11.758582830429077	error:0.2325	recon_len:6722
K:445	len:6400	runtime:11.373260021209717	error:0.008125	recon_len:6400
K:450	len:6400	runtime:11.080214738845825	error:0.008125	recon_len:6400
K:455	len:6400	runtime:11.569975137710571	error:0.008125	recon_len:6400
K:460	len:6400	runtime:11.238563060760498	error:0.008125	recon_len:6400
K:465	len:6400	runtime:11.707964897155762	error:0.008125	recon_len:6400
K:470	len:6400	runtime:11.004591226577759	error:0.008125	recon_len:6400
K:475	len:6400	runtime:11.52790093421936	error:0.008125	recon_len:6400
K:480	len:6400	runtime:11.563985824584961	error:0.008125	recon_len:6400
K:485	len:6400	runtime:12.031255960464478	error:0.008125	recon_len:6400
K:490	len:6400	runtime:10.904263973236084	error:0.008125	recon_len:6400
K:495	len:6400	runtime:11.772191047668457	error:0.008125	recon_len:6400
K:500	len:6400	runtime:11.887023687362671	error:0.008125	recon_len:6400
K:505	len:6400	runtime:11.60124683380127	error:0.008125	recon_len:6400
K:510	len:6400	runtime:11.587178945541382	error:0.008125	recon_len:6400
K:515	len:6400	runtime:11.40939998626709	error:0.008125	recon_len:6400
K:520	len:6400	runtime:11.908803939819336	error:0.008125	recon_len:6400
K:525	len:6400	runtime:12.543697834014893	error:0.008125	recon_len:6400
K:530	len:6400	runtime:12.014065265655518	error:0.008125	recon_len:6400
K:535	len:6400	runtime:12.752671003341675	error:0.008125	recon_len:6400
K:540	len:6400	runtime:12.352088212966919	error:0.008125	recon_len:6400
K:545	len:6400	runtime:12.713884830474854	error:0.008125	recon_len:6400
K:550	len:6400	runtime:12.448168992996216	error:0.008125	recon_len:6400
K:555	len:6400	runtime:11.06361699104309	error:0.008125	recon_len:6400
K:560	len:6400	runtime:11.549587965011597	error:0.8034375	recon_len:7034
K:565	len:6400	runtime:11.628453254699707	error:0.7184375	recon_len:6457
K:570	len:6400	runtime:11.764963865280151	error:0.008125	recon_len:6400
K:575	len:6400	runtime:12.059481143951416	error:0.008125	recon_len:6400
K:580	len:6400	runtime:10.376744031906128	error:0.008125	recon_len:6400
K:585	len:6400	runtime:12.375929117202759	error:0.008125	recon_len:6400
K:590	len:6400	runtime:12.64558482170105	error:0.008125	recon_len:6400
K:595	len:6400	runtime:12.9326491355896	error:0.008125	recon_len:6400
K:600	len:6400	runtime:12.661059141159058	error:0.008125	recon_len:6400
K:605	len:6400	runtime:12.37907600402832	error:0.5103954978896358	recon_len:6397
K:610	len:6400	runtime:12.147933959960938	error:0.008125	recon_len:6400
K:615	len:6400	runtime:13.022148847579956	error:0.008125	recon_len:6400
K:620	len:6400	runtime:11.444195032119751	error:0.008125	recon_len:6400
K:625	len:6400	runtime:11.691781997680664	error:0.008125	recon_len:6400
K:630	len:6400	runtime:11.60197901725769	error:0.008125	recon_len:6400
K:635	len:6400	runtime:11.778329849243164	error:0.008125	recon_len:6400
